tourney_id,tourney_name,tourney_spectators,year
2018-1086/P/st. petersburg,St. Petersburg,3642,2018
2018-W-WITF-HUN-07A-2018/25/baja $25k,Baja $25K,3641,2018
2018-W-WITF-TUR-30A-2018/15/antalya $15k,Antalya $15K,3636,2018
2018-W-WITF-SUI-04A-2018/15/caslano $15k,Caslano $15K,3636,2018
2018-W-WITF-EGY-23A-2018/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3636,2018
2018-0407/A/rotterdam,Rotterdam,3634,2018
2018-W-WITF-ITA-05A-2018/25/santa margherita di pula $25k,Santa Margherita Di Pula $25K,3633,2018
2018-W-WITF-EGY-29A-2018/15/cairo $15k,Cairo $15K,3632,2018
2018-W-WITF-AUS-11A-2018/25/brisbane $25k,Brisbane $25K,3630,2018
2018-W-WITF-FRA-10A-2018/60/saint gaudens $60k,Saint Gaudens $60K,3629,2018
2018-7480/A/los cabos,Los Cabos,3627,2018
2018-W-WITF-ITA-13A-2018/25/caserta $25k,Caserta $25K,3627,2018
2018-W-WITF-AUS-14A-2018/60/canberra $60k,Canberra $60K,3626,2018
2018-6486/C/irving ch,Irving CH,3625,2018
2018-W-WITF-POR-06A-2018/25/obidos $25k,Obidos $25K,3624,2018
2018-W-WITF-KAZ-04A-2018/15/shymkent $15k,Shymkent $15K,3622,2018
2018-0496/A/marseille,Marseille,3620,2018
2018-7345/C/las vegas ch,Las Vegas CH,3614,2018
2018-W-WITF-TUN-12B-2018/15/hammamet $15k,Hammamet $15K,3612,2018
2018-W-WITF-EGY-26A-2018/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3610,2018
2018-1104/C/anning,Anning,3610,2018
2018-W-WITF-TUR-28A-2018/15/antalya $15k,Antalya $15K,3605,2018
2018-7772/C/chengdu ch,Chengdu CH,3603,2018
2018-W-WITF-TUR-21A-2018/15/antalya $15k,Antalya $15K,3602,2018
2018-W-WITF-CHN-02A-2018/60/shenzhen $60k,Shenzhen $60K,3599,2018
2018-W-WITF-KAZ-05A-2018/15/shymkent $15k,Shymkent $15K,3597,2018
2018-W-WITF-GER-02A-2018/25/altenkirchen $25k,Altenkirchen $25K,3595,2018
2018-W-WITF-GER-13A-2018/25/leipzig $25k,Leipzig $25K,3588,2018
2018-W-WITF-RUS-01A-2018/15/moscow $15k,Moscow $15K,3586,2018
2018-W-WITF-KAZ-06A-2018/15/almaty $15k,Almaty $15K,3583,2018
2018-W-WITF-POL-05A-2018/25/torun $25k,Torun $25K,3583,2018
2018-1005/I/rabat,Rabat,3582,2018
2018-0877/C/granby ch,Granby CH,3581,2018
2018-0308/A/munich,Munich,3578,2018
2018-W-WITF-POR-08A-2018/15/amarante $15k,Amarante $15K,3577,2018
2018-0398/C/cherbourg ch,Cherbourg CH,3573,2018
2018-W-WITF-IND-05A-2018/25/navi mumbai $25k,Navi Mumbai $25K,3571,2018
2018-W-WITF-GER-10A-2018/25/darmstadt $25k,Darmstadt $25K,3570,2018
2018-W-WITF-EGY-13A-2018/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3563,2018
2018-W-WITF-AUS-03A-2018/25/launceston $25k,Launceston $25K,3559,2018
2018-W-WITF-EST-01A-2018/15/parnu $15k,Parnu $15K,3557,2018
2018-W-WITF-POL-06A-2018/25/warsaw $25k,Warsaw $25K,3555,2018
2018-W-WITF-HUN-03A-2018/60/budapest $60k,Budapest $60K,3539,2018
2018-W-WITF-BRN-01A-2018/15/manama $15k,Manama $15K,3534,2018
2018-7922/C/sopot ch,Sopot CH,3532,2018
2018-W-WITF-EGY-15A-2018/15/cairo $15k,Cairo $15K,3531,2018
2018-W-WITF-SWE-04A-2018/25/bastad $25k,Bastad $25K,3530,2018
2018-W-WITF-CAN-04A-2018/60/toronto $60k,Toronto $60K,3523,2018
2018-6572/C/anning ch,Anning CH,3523,2018
2018-W-WITF-ITA-16A-2018/25/padova $25k,Padova $25K,3522,2018
2018-W-WITF-RSA-03A-2018/15/stellenbosch $15k,Stellenbosch $15K,3520,2018
2018-0670/C/binghamton ch,Binghamton CH,3520,2018
2018-0213/C/san luis potosi ch,San Luis Potosi CH,3518,2018
2018-W-WITF-TUR-08A-2018/15/antalya $15k,Antalya $15K,3515,2018
2018-W-WITF-USA-35A-2018/25/florence sc $25k,Florence SC $25K,3514,2018
2018-W-WITF-TUR-05A-2018/15/antalya $15k,Antalya $15K,3513,2018
2018-6156/C/marburg ch,Marburg CH,3511,2018
2018-W-WITF-EGY-19A-2018/15/cairo 15k,Cairo 15K,3509,2018
2018-0500/A/halle,Halle,3509,2018
2018-7027/C/nanchang ch,Nanchang CH,3506,2018
2018-W-WITF-RUS-08A-2018/15/moscow $15k,Moscow $15K,3505,2018
2018-W-WITF-UAE-01A-2018/100/dubai $100k,Dubai $100K,3501,2018
2018-W-WITF-ISR-07A-2018/15/kiryat shmona $15k,Kiryat Shmona $15K,3499,2018
2018-W-WITF-TUN-30A-2018/15/monastir $15k,Monastir $15K,3497,2018
2018-W-WITF-BEL-02A-2018/15/brussels $15k,Brussels $15K,3496,2018
2018-W-WITF-POR-17A-2018/25/obidos $25k,Obidos $25K,3484,2018
2018-0406/I/strasbourg,Strasbourg,3482,2018
2018-W-WITF-ESP-08A-2018/15/madrid $15k,Madrid $15K,3479,2018
2018-W-WITF-GER-03A-2018/60/hechingen $60k,Hechingen $60K,3475,2018
2019-1049/I/auckland,Auckland,3465,2018
2018-W-WITF-ARG-03A-2018/15/buenos aires $15k,Buenos Aires $15K,3462,2018
2018-W-WITF-TUR-27A-2018/15/antalya $15k,Antalya $15K,3459,2018
2018-W-WITF-TUR-22A-2018/15/antalya $15k,Antalya $15K,3445,2018
2018-W-WITF-USA-07A-2018/15/orlando fl $15k,Orlando FL $15K,3444,2018
2018-W-WITF-KOR-10A-2018/15/yeongwol $15k,Yeongwol $15K,3441,2018
2018-9132/C/barcelona ch,Barcelona CH,3437,2018
2018-2000/C/chicago,Chicago,3437,2018
2018-W-WITF-SVK-01A-2018/15/trnava $15k,Trnava $15K,3434,2018
2018-7288/C/seoul ch,Seoul CH,3434,2018
2018-W-WITF-EGY-20A-2018/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3431,2018
2018-W-WITF-GRE-07A-2018/15/heraklion $15k,Heraklion $15K,3423,2018
2018-W-WITF-CHN-01A-2018/60/zhuhai $60k,Zhuhai $60K,3423,2018
2018-1094/I/gstaad,Gstaad,3422,2018
2018-W-WITF-ITA-17A-2018/15/sassuolo $15k,Sassuolo $15K,3419,2018
2018-W-WITF-POR-10A-2018/15/corroios seixal $15k,Corroios Seixal $15K,3418,2018
2018-W-WITF-ESP-07A-2018/25/la bisbal d'emporda $25k,La Bisbal D'Emporda $25K,3417,2018
2018-W-WITF-UZB-04A-2018/25/fergana $25k,Fergana $25K,3417,2018
2018-W-WITF-TUR-12A-2018/15/antalya $15k,Antalya $15K,3414,2018
2018-6579/C/lima ch,Lima CH,3413,2018
2018-W-WITF-FRA-12A-2018/100/cagnes sur mer $100k,Cagnes Sur Mer $100K,3408,2018
2018-W-WITF-USA-13A-2018/80/charlottesville va $80k,Charlottesville VA $80K,3405,2018
2018-W-WITF-CHN-22A-2018/100/shenzhen $100k,Shenzhen $100K,3399,2018
2018-W-WITF-SWE-02A-2018/15/gothenburg $15k,Gothenburg $15K,3398,2018
2018-W-WITF-CRO-02A-2018/60/zagreb $60k,Zagreb $60K,3396,2018
2018-W-WITF-CAN-06A-2018/60/granby $60k,Granby $60K,3391,2018
2018-W-WITF-ITA-27A-2018/25/bagnatica $25k,Bagnatica $25K,3383,2018
2018-W-WITF-ESP-05A-2018/25/barcelona $25k,Barcelona $25K,3383,2018
2018-W-WITF-USA-03A-2018/25/wesley chapel fl $25k,Wesley Chapel FL $25K,3381,2018
2018-1541/C/tunis ch,Tunis CH,3375,2018
2018-W-WITF-HUN-04A-2018/100/budapest $100k,Budapest $100K,3374,2018
2018-W-WITF-FRA-03A-2018/60/andrezieux boutheon $60k,Andrezieux Boutheon $60K,3374,2018
2018-W-WITF-EGY-13B-2018/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3374,2018
2018-7918/C/loughborough ch,Loughborough CH,3372,2018
2018-W-WITF-FRA-15A-2018/25/montpellier $25k,Montpellier $25K,3371,2018
2018-W-WITF-RUS-06A-2018/15/moscow $15k,Moscow $15K,3368,2018
2018-W-WITF-CHN-10A-2018/25/wuhan $25k,Wuhan $25K,3364,2018
2018-W-WITF-GRE-02A-2018/15/heraklion $15k,Heraklion $15K,3364,2018
2018-7878/C/marbella ch,Marbella CH,3363,2018
2018-W-WITF-AUT-01A-2018/15/vienna $15k,Vienna $15K,3360,2018
2018-W-WITF-JPN-04A-2018/25/kofu $25k,Kofu $25K,3360,2018
2018-W-WITF-CZE-10A-2018/15/milovice $15k,Milovice $15K,3357,2018
2018-1076/I/tianjin,Tianjin,3357,2018
2018-0328/A/basel,Basel,3355,2018
2018-W-WITF-GEO-01A-2018/25/tbilisi $25k,Tbilisi $25K,3354,2018
2018-W-WITF-USA-05A-2018/25/surprise az $25k,Surprise AZ $25K,3354,2018
2018-W-WITF-THA-11A-2018/15/nonthaburi $15k,Nonthaburi $15K,3352,2018
2018-W-WITF-JPN-12A-2018/25/tsukuba $25k,Tsukuba $25K,3352,2018
2018-W-WITF-TUR-02A-2018/15/antalya $15k,Antalya $15K,3350,2018
2018-W-WITF-GER-01A-2018/15/stuttgart stammheim $15k,Stuttgart Stammheim $15K,3348,2018
2018-1039/I/monterrey,Monterrey,3347,2018
2018-2205/C/noumea ch,Noumea CH,3347,2018
2018-7085/C/biella ch,Biella CH,3346,2018
2018-W-WITF-ARG-02A-2018/15/villa del dique $15k,Villa del Dique $15K,3342,2018
2018-1063/I/shenzhen,Shenzhen,3341,2018
2018-W-WITF-ITA-39A-2018/15/solarino $15k,Solarino $15K,3340,2018
2018-7161/A/quito,Quito,3340,2018
2018-W-WITF-JPN-08A-2018/60/fukuoka $60k,Fukuoka $60K,3334,2018
2018-7318/C/columbus ch,Columbus CH,3333,2018
2018-W-WITF-ISR-05A-2018/15/tiberias $15k,Tiberias $15K,3331,2018
2018-W-WITF-NED-05A-2018/15/rotterdam $15k,Rotterdam $15K,3328,2018
2018-W-WITF-ARG-04A-2018/15/villa del dique $15k,Villa del Dique $15K,3327,2018
2018-W-WITF-CZE-08A-2018/15/frydek mistek $15k,Frydek Mistek $15K,3325,2018
2018-0322/A/geneva,Geneva,3325,2018
2018-W-WITF-USA-14A-2018/80/charleston sc $80k,Charleston SC $80K,3324,2018
2018-2273/C/orleans ch,Orleans CH,3323,2018
2018-W-WITF-SLO-01A-2018/15/maribor $15k,Maribor $15K,3319,2018
2018-0460/C/heilbronn ch,Heilbronn CH,3316,2018
2018-W-WITF-GBR-10A-2018/25/shrewsbury $25k,Shrewsbury $25K,3315,2018
2018-W-WITF-TUR-20A-2018/15/antalya $15k,Antalya $15K,3307,2018
2018-W-WITF-GBR-07A-2018/25/woking $25k,Woking $25K,3302,2018
2018-W-WITF-USA-02A-2018/25/orlando fl $25k,Orlando FL $25K,3301,2018
2018-M014/P/moscow,Moscow,3295,2018
2018-M014/A/moscow,Moscow,3295,2018
2018-W-WITF-HUN-01A-2018/25/balatonboglar $25k,Balatonboglar $25K,3294,2018
2018-W-WITF-NED-03A-2018/15/amstelveen $15k,Amstelveen $15K,3293,2018
2018-7339/C/fairfield ch,Fairfield CH,3292,2018
2018-6865/C/traralgon ch,Traralgon CH,3290,2018
2018-W-WITF-POR-20A-2018/15/lousada $15k,Lousada $15K,3290,2018
2018-7395/C/buenos aires ch,Buenos Aires CH,3289,2018
2018-0405/I/hiroshima,Hiroshima,3285,2018
2018-W-WITF-THA-08A-2018/25/nonthaburi $25k,Nonthaburi $25K,3283,2018
2018-W-WITF-COL-03A-2018/15/bogota $15k,Bogota $15K,3282,2018
2018-1024/I/seoul,Seoul,3279,2018
2018-0783/C/segovia ch,Segovia CH,3279,2018
2018-1050/I/hobart,Hobart,3274,2018
2018-W-WITF-JPN-15A-2018/25/makinohara $25k,Makinohara $25K,3274,2018
2018-0600/C/prague ch,Prague CH,3274,2018
2018-W-WITF-KOR-08A-2018/15/gimcheon $15k,Gimcheon $15K,3271,2018
2018-W-WITF-JPN-13A-2018/25/nanao $25k,Nanao $25K,3270,2018
2018-W-WITF-EGY-08A-2018/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3270,2018
2018-W-WITF-ESP-03A-2018/15/palmanova mallorca $15k,Palmanova Mallorca $15K,3269,2018
2018-W-WITF-ESP-20A-2018/15/telde - l.p de gran canaria 15k,Telde - L.P De Gran Canaria 15K,3269,2018
2018-W-WITF-GEO-04A-2018/15/batumi $15k,Batumi $15K,3265,2018
2018-7774/C/vancouver ch,Vancouver CH,3260,2018
2018-W-WITF-AUS-04A-2018/25/perth $25k,Perth $25K,3259,2018
2018-W-WITF-THA-09A-2018/15/nonthaburi $15k,Nonthaburi $15K,3259,2018
2018-W-WITF-FRA-08A-2018/15/le havre $15k,Le Havre $15K,3258,2018
2018-W-WITF-JPN-07A-2018/80/gifu $80k,Gifu $80K,3257,2018
2018-W-WITF-POR-03A-2018/25/obidos $25k,Obidos $25K,3257,2018
2018-6244/C/le gosier ch,Le Gosier CH,3255,2018
2018-7542/C/winnipeg ch,Winnipeg CH,3249,2018
2018-W-WITF-KOR-04A-2018/25/changwon $25k,Changwon $25K,3245,2018
2018-W-WITF-POR-14A-2018/15/santarem $15k,Santarem $15K,3243,2018
2018-W-WITF-EGY-09A-2018/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3240,2018
2018-7853/C/punta del este ch,Punta Del Este CH,3233,2018
2018-W-WITF-GER-08A-2018/25/stuttgart vaihingen $25k,Stuttgart Vaihingen $25K,3230,2018
2018-W-WITF-INA-01A-2018/15/solo $15k,Solo $15K,3230,2018
2018-W-WITF-TUN-41A-2018/15/monastir $15k,Monastir $15K,3229,2018
2018-W-WITF-ITA-28A-2018/15/trieste $15k,Trieste $15K,3227,2018
2018-0444/C/bratislava ch,Bratislava CH,3227,2018
2018-7496/C/zhuhai ch,Zhuhai CH,3226,2018
2018-W-WITF-ITA-19A-2018/15/san severo $15k,San Severo $15K,3223,2018
2018-W-WITF-GBR-05A-2018/100/ilkley $100k,Ilkley $100K,3220,2018
2018-W-WITF-ROU-01B-2018/15/curtea de arges $15k,Curtea de Arges $15K,3219,2018
2018-W-WITF-GER-15A-2018/15/badenweiler 15k,Badenweiler 15K,3215,2018
2018-0568/A/st. petersburg,St. Petersburg,3213,2018
2018-W-WITF-GBR-08A-2018/25/chiswick $25k,Chiswick $25K,3211,2018
2018-W-WITF-CHN-08A-2018/60/luan $60k,Luan $60K,3209,2018
2018-7494/C/barletta ch,Barletta CH,3207,2018
2018-1023/I/guangzhou,Guangzhou,3202,2018
2018-M010/A/s hertogenbosch,s Hertogenbosch,3199,2018
2018-M010/I/s-hertogenbosch,s-Hertogenbosch,3199,2018
2018-W-WITF-TUR-11A-2018/15/antalya $15k,Antalya $15K,3198,2018
2018-W-WITF-ESP-25A-2018/15/castellon 15k,Castellon 15K,3193,2018
2018-W-WITF-THA-03A-2018/25/hua hin $25k,Hua Hin $25K,3191,2018
2018-W-WITF-TUN-19A-2018/15/hammamet $15k,Hammamet $15K,3191,2018
2018-W-WITF-KAZ-02A-2018/15/shymkent $15k,Shymkent $15K,3191,2018
2018-W-WITF-ROU-07A-2018/15/arad $15k,Arad $15K,3190,2018
2018-W-WITF-BUL-05A-2018/15/sozopol $15k,Sozopol $15K,3188,2018
2018-W-WITF-FRA-02A-2018/15/petit bourg guadeloupe $15k,Petit Bourg Guadeloupe $15K,3186,2018
2018-7490/C/gwangju ch,Gwangju CH,3183,2018
2018-W-WITF-ESP-09A-2018/25/madrid $25k,Madrid $25K,3182,2018
2018-W-WITF-POR-16A-2018/25/lisbon $25k,Lisbon $25K,3181,2018
2018-5047/C/bangkok ch,Bangkok CH,3179,2018
2018-W-WITF-IND-04A-2018/25/solapur $25k,Solapur $25K,3178,2018
2018-W-WITF-ITA-09A-2018/25/santa margherita di pula $25k,Santa Margherita Di Pula $25K,3178,2018
2018-7581/A/chengdu,Chengdu,3177,2018
2018-0686/C/scheveningen ch,Scheveningen CH,3176,2018
2018-W-WITF-EGY-04A-2018/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3175,2018
2018-W-WITF-KAZ-01A-2018/15/shymkent $15k,Shymkent $15K,3173,2018
2018-W-WITF-ECU-01A-2018/15/guayaquil $15k,Guayaquil $15K,3172,2018
2018-W-WITF-CZE-02A-2018/80/prague $80k,Prague $80K,3170,2018
2018-W-WITF-USA-09A-2018/25/jackson ms $25k,Jackson MS $25K,3167,2018
2018-W-WITF-ITA-32A-2018/25/santa margherita di pula $25k,Santa Margherita Di Pula $25K,3166,2018
2018-W-WITF-KOR-02A-2018/25/goyang $25k,Goyang $25K,3163,2018
2018-W-WITF-POR-01A-2018/25/obidos $25k,Obidos $25K,3160,2018
2018-7203/C/launceston ch,Launceston CH,3159,2018
2018-W-WITF-PAR-01A-2018/15/lambare $15k,Lambare $15K,3159,2018
2018-W-WITF-EGY-30A-2018/15/cairo $15k,Cairo $15K,3158,2018
2018-W-WITF-TUN-38A-2018/15/monastir $15k,Monastir $15K,3155,2018
2018-1096/I/taipei,Taipei,3153,2018
2018-W-WITF-BEL-04A-2018/15/wanfercee baulet $15k,Wanfercee Baulet $15K,3151,2018
2018-W-WITF-TUN-18A-2018/15/hammamet $15k,Hammamet $15K,3146,2018
2018-W-WITF-AUS-02A-2018/60/burnie $60k,Burnie $60K,3145,2018
2018-W-WITF-TUN-06A-2018/15/hammamet $15k,Hammamet $15K,3144,2018
2018-7851/C/indian wells ch,Indian Wells CH,3138,2018
2018-1079/I/bucharest,Bucharest,3137,2018
2018-W-WITF-HKG-01A-2018/15/hong kong $15k,Hong Kong $15K,3135,2018
2018-W-WITF-JPN-09A-2018/60/kurume $60k,Kurume $60K,3133,2018
2018-W-WITF-UKR-02A-2018/15/chornomorsk $15k,Chornomorsk $15K,3130,2018
2018-W-WITF-USA-04A-2018/100/midland mi $100k,Midland MI $100K,3129,2018
2018-0228/C/winnetka ch,Winnetka CH,3127,2018
2018-W-WITF-FRA-17A-2018/25/denain $25k,Denain $25K,3125,2018
2018-M001/P/sydney,Sydney,3123,2018
2018-M001/A/sydney,Sydney,3123,2018
2018-0414/A/hamburg,Hamburg,3121,2018
2018-0499/A/delray beach,Delray Beach,3118,2018
2018-W-WITF-CHN-20A-2018/60/liuzhou $60k,Liuzhou $60K,3117,2018
2018-1059/C/taipei,Taipei,3112,2018
2018-W-WITF-ITA-20A-2018/60/rome $60k,Rome $60K,3110,2018
2018-W-WITF-BLR-01A-2018/15/minsk $15k,Minsk $15K,3104,2018
2018-W-WITF-RUS-07A-2018/15/moscow $15k,Moscow $15K,3098,2018
2018-3945/C/san benedetto del tronto ch,San Benedetto Del Tronto CH,3097,2018
2018-W-WITF-THA-05A-2018/25/nonthaburi $25k,Nonthaburi $25K,3097,2018
2018-W-WITF-CZE-07A-2018/15/prague $15k,Prague $15K,3096,2018
2018-W-WITF-TUR-10A-2018/15/antalya $15k,Antalya $15K,3095,2018
2018-W-WITF-FIN-01A-2018/15/tampere 15k,Tampere 15K,3095,2018
2018-W-WITF-GRE-06A-2018/15/heraklion $15k,Heraklion $15K,3093,2018
2018-W-WITF-JPN-03A-2018/15/nishi tama $15k,Nishi Tama $15K,3093,2018
2018-W-WITF-TTO-01A-2018/15/tacarigua $15k,Tacarigua $15K,3091,2018
2018-6911/C/andria ch,Andria CH,3089,2018
2018-W-WITF-ITA-41A-2018/15/solarino $15k,Solarino $15K,3087,2018
2018-W-WITF-SUI-01B-2018/25/klosters $25k,Klosters $25K,3085,2018
2018-0533/A/sao paulo,Sao Paulo,3085,2018
2018-W-WITF-USA-10A-2018/60/indian harbour beach fl $60k,Indian Harbour Beach FL $60K,3083,2018
2018-W-WITF-ISR-09A-2018/15/ashkelon $15k,Ashkelon $15K,3081,2018
2018-0506/A/buenos aires,Buenos Aires,3081,2018
2018-0894/I/bogota,Bogota,3076,2018
2018-6284/C/guadalajara ch,Guadalajara CH,3072,2018
2018-W-WITF-USA-36A-2018/80/macon ga $80k,Macon GA $80K,3069,2018
2018-9001/C/perugia ch,Perugia CH,3069,2018
2018-W-WITF-TUN-31A-2018/15/monastir $15k,Monastir $15K,3068,2018
2018-5069/C/sarasota ch,Sarasota CH,3068,2018
2018-1105/I/moscow,Moscow,3066,2018
2018-W-WITF-USA-29A-2018/25/lubbock tx $25k,Lubbock TX $25K,3064,2018
2018-7874/C/lille ch,Lille CH,3063,2018
2018-7163/A/istanbul,Istanbul,3063,2018
2018-W-WITF-ISR-04A-2018/15/sajur $15k,Sajur $15K,3062,2018
2018-W-WITF-ITA-22A-2018/25/imola $25k,Imola $25K,3062,2018
2018-W-WITF-TUR-32A-2018/15/antalya $15k,Antalya $15K,3061,2018
2018-W-WITF-USA-34A-2018/25/charleston sc $25k,Charleston SC $25K,3061,2018
2018-W-WITF-CHN-18A-2018/15/anning $15k,Anning $15K,3058,2018
2018-W-WITF-ESP-21A-2018/25/ribaroja de turia $25k,RibaRoja de Turia $25K,3057,2018
2018-M035/A/washington,Washington,3056,2018
2018-M035/I/washington,Washington,3056,2018
2018-W-WITF-USA-21A-2018/60/berkeley ca $60k,Berkeley CA $60K,3055,2018
2018-7916/C/glasgow ch,Glasgow CH,3053,2018
2018-W-WITF-TUR-01A-2018/15/antalya $15k,Antalya $15K,3051,2018
2018-W-WITF-AUS-07A-2018/25/canberra $25k,Canberra $25K,3050,2018
2018-0429/A/stockholm,Stockholm,3050,2018
2018-W-WITF-EGY-18A-2018/15/cairo $15k,Cairo $15K,3049,2018
2018-W-WITF-HUN-09A-2018/15/szekesfehervar $15k,Szekesfehervar $15K,3047,2018
2018-W-WITF-TUR-16A-2018/15/antalya $15k,Antalya $15K,3046,2018
2018-W-WITF-TUN-16A-2018/15/hammamet $15k,Hammamet $15K,3042,2018
2018-W-WITF-EGY-12A-2018/15/sharm el sheikh $15k,Sharm El Sheikh $15K,3041,2018
2018-W-WITF-USA-22A-2018/60/ashland ky $60k,Ashland KY $60K,3039,2018
2018-W-WITF-TUN-35A-2018/15/monastir $15k,Monastir $15K,3039,2018
2018-W-WITF-TUN-02A-2018/15/hammamet $15k,Hammamet $15K,3036,2018
2018-W-WITF-MNE-01A-2018/25/podgorica $25k,Podgorica $25K,3033,2018
2018-0526/C/braunschweig ch,Braunschweig CH,3032,2018
2018-W-WITF-ITA-36A-2018/25/santa margherita di pula $25k,Santa Margherita Di Pula $25K,3031,2018
2018-0586/C/lexington ch,Lexington CH,3031,2018
2018-W-WITF-TUR-38A-2018/15/antalya $15k,Antalya $15K,3029,2018
2018-7434/A/sofia,Sofia,3027,2018
2018-7397/C/kobe ch,Kobe CH,3026,2018
2018-7783/C/zhangjiagang ch,Zhangjiagang CH,3025,2018
2018-W-WITF-CAN-03A-2018/25/winnipeg $25k,Winnipeg $25K,3022,2018
2018-W-WITF-DJI-02A-2018/15/djibouti $15k,Djibouti $15K,3021,2018
2018-W-WITF-USA-15A-2018/25/osprey fl $25k,Osprey FL $25K,3020,2018
2018-W-WITF-CZE-01A-2018/80/olomouc $80k,Olomouc $80K,3011,2018
2018-7540/C/bastad ch,Bastad CH,3010,2018
2018-W-WITF-GRE-03A-2018/15/heraklion $15k,Heraklion $15K,3008,2018
2018-W-WITF-GRE-05A-2018/15/heraklion $15k,Heraklion $15K,3005,2018
2018-W-WITF-CHN-04A-2018/15/nanjing $15k,Nanjing $15K,3004,2018
2018-6932/A/rio de janeiro,Rio de Janeiro,3003,2018
2018-1607/C/banja luka ch,Banja Luka CH,3003,2018
2018-W-WITF-GER-05A-2018/25/wiesbaden $25k,Wiesbaden $25K,3002,2018
2018-3627/C/l'aquila ch,L'Aquila CH,2999,2018
2018-W-WITF-CRO-01A-2018/15/tucepi $15k,Tucepi $15K,2998,2018
2018-W-WITF-THA-04A-2018/25/hua hin $25k,Hua Hin $25K,2998,2018
2018-W-WITF-TUR-09A-2018/15/antalya $15k,Antalya $15K,2996,2018
2018-W-WITF-AUS-05A-2018/25/perth $25k,Perth $25K,2993,2018
2018-W-WITF-TUN-36A-2018/15/monastir $15k,Monastir $15K,2986,2018
2018-W-WITF-USA-24A-2018/60/lexington ky $60k,Lexington KY $60K,2981,2018
2018-7015/C/vicenza ch,Vicenza CH,2981,2018
2018-W-WITF-CZE-03A-2018/25/stare splavy $25k,Stare Splavy $25K,2975,2018
2018-2120/C/cordenons ch,Cordenons CH,2969,2018
2018-W-WITF-FRA-05A-2018/15/macon $15k,Macon $15K,2964,2018
2018-W-WITF-GER-06A-2018/25/essen $25k,Essen $25K,2961,2018
2018-W-WITF-CHN-12A-2018/25/changsha $25k,Changsha $25K,2958,2018
2018-0854/C/bergamo ch,Bergamo CH,2954,2018
2018-W-WITF-ITA-23A-2018/15/schio $15k,Schio $15K,2952,2018
2018-W-WITF-TUN-23A-2018/15/hammamet 15k,Hammamet 15K,2952,2018
2018-6724/C/mexico city ch,Mexico City CH,2951,2018
2018-W-WITF-GRE-01A-2018/15/heraklion $15k,Heraklion $15K,2951,2018
2018-1051/P/stuttgart,Stuttgart,2950,2018
2018-W-WITF-LUX-01A-2018/25/petange $25k,Petange $25K,2949,2018
2018-W-WITF-ESP-15A-2018/25/las palmas de gran canaria $25k,Las Palmas de Gran Canaria $25K,2945,2018
2018-1100/C/mumbai,Mumbai,2944,2018
2018-1074/I/hong kong,Hong Kong,2941,2018
2018-W-WITF-TUN-24A-2018/15/hammamet $15k,Hammamet $15K,2940,2018
2018-7021/C/mestre ch,Mestre CH,2938,2018
2018-0300/I/luxembourg,Luxembourg,2937,2018
2018-W-WITF-ESP-10A-2018/15/don benito badajoz $15k,Don Benito Badajoz $15K,2936,2018
2018-W-WITF-HUN-06A-2018/15/baja $15k,Baja $15K,2934,2018
2018-0301/A/auckland,Auckland,2933,2018
2018-1103/C/indian wells 125k,Indian Wells 125K,2932,2018
2018-7880/C/bangkok ch,Bangkok CH,2931,2018
2018-W-WITF-RSA-02A-2018/15/stellenbosch $15k,Stellenbosch $15K,2931,2018
2018-W-WITF-BIH-01A-2018/15/banja luka $15k,Banja Luka $15K,2930,2018
2018-W-WITF-CHI-01A-2018/60/colina $60k,Colina $60K,2927,2018
2018-7297/C/surbiton ch,Surbiton CH,2926,2018
2018-W-WITF-ITA-10A-2018/25/santa margherita di pula $25k,Santa Margherita Di Pula $25K,2925,2018
2018-0311/A/queen's club,Queen's Club,2924,2018
2018-0656/I/quebec city,Quebec City,2924,2018
2019-0451/A/doha,Doha,2923,2018
2018-9128/C/calgary  ch,Calgary  CH,2919,2018
2018-W-WITF-SGP-01A-2018/25/singapore $25k,Singapore $25K,2919,2018
2018-W-WITF-CAN-02A-2018/15/victoria bc $15k,Victoria BC $15K,2916,2018
2018-6857/C/mouilleron-le-captif ch,Mouilleron-Le-Captif CH,2912,2018
2018-W-WITF-TUR-03A-2018/15/antalya $15k,Antalya $15K,2909,2018
2018-W-WITF-ESA-01A-2018/15/santa tecla $15k,Santa Tecla $15K,2907,2018
2018-W-WITF-FRA-16A-2018/25/perigueux $25k,Perigueux $25K,2906,2018
2018-W-WITF-CHN-14A-2018/25/naiman $25k,Naiman $25K,2906,2018
2018-W-WITF-KOR-03A-2018/25/incheon $25k,Incheon $25K,2906,2018
2018-W-WITF-USA-16A-2018/25/naples fl $25k,Naples FL $25K,2896,2018
2018-W-WITF-JPN-01A-2018/25/yokohama $25k,Yokohama $25K,2893,2018
2018-W-WITF-JPN-05A-2018/25/kashiwa $25k,Kashiwa $25K,2892,2018
